"Term","Campus","CRN","Course","Section","Cr Hrs","Course Title","Course Additional Information","Instructional Method","Instructor","Room","Session","Days","Time","Actual Enrolled","Max Enrolled","CCE Reserved","FYS Reserved","Un- reserved Available","Cross List Enrolled","Syllabus_Link"
201410,Direct Study Abroad,11095,ABRD 999,006,0,Abroad Invoice-Direct Study,Required course for Direct Study programs.,,,TBA,Full Term Courses,TBA,,8,20,0/0,0/0,12,,
201410,Guilford,10579,ACCT 201,001,4,Introduction to Accounting,,,"Johnson, Raymond",BAUM 202,Full Term Courses,MW,11:30am - 12:45pm,30,35,0/0,0/0,5,,
201410,Guilford,10204,ACCT 201,002,4,Introduction to Accounting,,,"Parks, Karen",BAUM 202,Full Term Courses,TR,1:00pm - 2:15pm,32,35,0/0,0/0,3,,
201410,Guilford,10205,ACCT 201,003,4,Introduction to Accounting,,,"Parks, Karen",BAUM 203,Full Term Courses,M,8:10pm - 10:10pm,22,35,18/30,,1,,
201410,Guilford,10206,ACCT 201,004,4,Introduction to Accounting,Fast Track I.,,"Johnson, Raymond",BAUM 202,First half of semester course,MW,6:00pm - 8:00pm,11,35,0/0,0/0,24,,
201410,Guilford,12002,ACCT 201,005,4,Introduction to Accounting,"Enrollment limited to CCE students only, NO EXCEPTIONS. Class will NOT meet 2/15; 3/8; 4/19.",,"Smith, Jacqueline",KING 202,Full Term Courses,S,8:15am - 11:30am,9,25,9/25,,0,,
201410,Guilford,11710,ACCT 300,001,4,Advanced Fraud Examinations,Fast Track I.,,"Granger, Henry",BAUM 203,First half of semester course,MW,6:00pm - 8:00pm,15,35,0/0,0/0,20,,
201410,Guilford,11552,ACCT 301,001,4,Intermediate Accounting I,Prerequisite: ACCT 201,,"Grubbs, William",BAUM 205,Full Term Courses,M,8:10pm - 10:10pm,15,35,0/0,0/0,20,,
201410,Guilford,10208,ACCT 301,002,4,Intermediate Accounting I,Fast Track II.  Prerequsiite:  ACCT 201.,,"Johnson, Raymond",BAUM 202,Second half of semester course,MW,6:00pm - 8:00pm,6,35,0/0,0/0,29,,
201410,Guilford,10210,ACCT 302,001,4,Intermediate Accounting II,Fast Track I.  Prerequisite:  ACCT 301.,,"Grubbs, William",BAUM 205,First half of semester course,MW,6:00pm - 8:00pm,27,35,0/0,0/0,8,,
201410,Guilford,10212,ACCT 303,001,4,Intermediate Accounting III,Fast Track II.  Prerequisite:  ACCT 302.,,"Grubbs, William",BAUM 205,Second half of semester course,MW,6:00pm - 8:00pm,25,35,0/0,0/0,10,,
201410,Guilford,10213,ACCT 311,001,4,Cost Accounting,Prerequisite:  ACCT 201.,,"Parks, Karen",BAUM 205,Full Term Courses,MW,10:00am - 11:15am,13,35,0/0,0/0,22,,
201410,Guilford,11265,ACCT 311,002,4,Cost Accounting,Prerequisite:  ACCT 201.,,"Grubbs, William",BAUM 205,Full Term Courses,W,8:10pm - 10:10pm,22,35,0/0,0/0,13,,
201410,Guilford,11266,ACCT 311,003,4,Cost Accounting,Fast Track II.  Prerequisite:  ACCT 201.,,"Granger, Henry",FRNK 220,Second half of semester course,MW,6:00pm - 8:00pm,19,35,0/0,0/0,16,,
201410,Guilford,10214,ACCT 322,001,4,Taxatn of Corp & Partnerships,Prerequisite:  ACCT 321 recommended.,,"Johnson, Raymond",BAUM 202,Full Term Courses,W,8:10pm - 10:10pm,25,35,0/0,0/0,10,,
201410,Guilford,11264,ACCT 330,001,4,Computer Forensics,Fast Track II.,,"Smith, Gary",BAUM 203,Second half of semester course,MW,6:00pm - 8:00pm,15,25,0/0,0/0,10,,
201410,Guilford,10215,ACCT 411,001,4,Auditing,Prerequisite:  ACCT 303.,,"Granger, Henry",BAUM 202,Full Term Courses,M,8:10pm - 10:10pm,38,40,0/0,0/0,2,,
201410,Guilford,11267,ACCT 412,001,4,Advanced Forensic Investigatns,,,"Granger, Henry",FRNK 220,Full Term Courses,W,8:10pm - 10:10pm,19,35,0/0,0/0,16,,
201410,Guilford,10013,ART 100,001,4,Introduction to Visual Arts,,,"Shields, Kathryn",DUKE 305,Full Term Courses,MW,10:00am - 11:15am,25,25,,3/3,0,,
201410,Guilford,10014,ART 100,002,4,Introduction to Visual Arts,,,"Deyton, Nicole",DUKE 305,Full Term Courses,TR,6:00pm - 7:15pm,12,25,12/25,,0,,
201410,Guilford,11138,ART 102,001,4,Two-Dimensional Design,,,"Rattley, Juie",HCOX 23,Full Term Courses,TR,4:00pm - 5:50pm,22,22,0/0,0/0,0,,
201410,Guilford,10592,ART 104,001,4,Drawing I,,,"Deyton, Nicole",HCOX 23,Full Term Courses,MW,10:00am - 11:50am,22,22,,3/3,0,,
201410,Guilford,11927,ART 106,001,4,Three-Dimensional Design,Course fee: $55.,,"Dixon, Mark",HCOX 11A,Full Term Courses,TR,4:00pm - 5:50pm,11,16,,2/2,5,,
201410,Guilford,10022,ART 106,002,4,Three-Dimensional Design,Fast Track II. Course fee: $55.,,"Dixon, Mark",HCOX 11A,Second half of semester course,MW,6:00pm - 8:00pm,14,16,7/16,,0,,
201410,Guilford,10023,ART 140,001,4,Ceramics I,Course fee:  $70.,,"Tefft, Charles",HCOX 13A,Full Term Courses,MW,8:30am - 10:20am,14,12,,3/2,0,,
201410,Guilford,11542,ART 204,001,4,Life Drawing I,Prerequisite: ART 104 or instructor permission.,,"Deyton, Nicole",HCOX 23,Full Term Courses,TR,1:00pm - 2:50pm,13,18,0/0,0/0,5,,
201410,Guilford,10029,ART 212,001,4,Painting II,Prerequisite: ART 211 or instructor permission. Course fee: $50.,,"Wayman, Adele",HCOX 21,Full Term Courses,MW,10:00am - 11:50am,6,8,0/0,0/0,2,,
201410,Guilford,11770,ART 231,001,4,Photography II,Course fee: $60. Prerequisite: Instructor permission.,,"Dery, Maia",HCOX B01,Full Term Courses,TR,4:00pm - 5:50pm,8,8,0/0,0/0,0,,
201410,Guilford,11771,ART 245,001,4,Digital Darkroom,,,"Dery, Maia",BAUM L020,Full Term Courses,TR,1:00pm - 2:50pm,18,18,0/0,0/0,0,,
201410,Guilford,11543,ART 275,001,4,Modern Art,,,"Shields, Kathryn",DUKE 303,Full Term Courses,MW,11:30am - 12:45pm,24,25,0/0,0/0,1,,
201410,Guilford,11921,ART 279,001,4,"Identity, Race, Gender in Art",,,"Shields, Kathryn",DUKE M-L,Full Term Courses,TR,1:00pm - 2:15pm,22,25,0/0,0/0,3,,
201410,Guilford,11773,ART 308,001,4,Advanced Photography I,Prerequisite: Instructor permission. Course fee: $60.,,"Dery, Maia",HCOX B01,Full Term Courses,TR,4:00pm - 5:50pm,2,6,0/0,0/0,4,,
201410,Guilford,10030,ART 311,001,4,Painting III,Prerequisite:  ART 212 or instructor permission. Course fee: $50.,,"Wayman, Adele",HCOX 21,Full Term Courses,MW,10:00am - 11:50am,6,8,0/0,0/0,2,,
201410,Guilford,11355,ART 323,001,4,Etching,Prerequisite:  ART 221.,,"Gall, John",HCOX 22,Full Term Courses,TR,4:00pm - 5:50pm,9,12,0/0,0/0,3,,
201410,Guilford,11354,ART 345,001,4,Approaches to Firing,Prerequisites:  ART 140.  Course fee: $70.,,"Tefft, Charles",HCOX 13A,Full Term Courses,MW,11:30am - 1:20pm,13,12,0/0,0/0,0,,
