"Term","Campus","CRN","Course","Section","Cr Hrs","Course Title","Course Additional Information","Instructional Method","Instructor","Room","Session","Days","Time","Actual Enrolled","Max Enrolled","CCE Reserved","FYS Reserved","Un- reserved Available","Cross List Enrolled","Syllabus_Link"
201230,Direct Study Abroad,31534,ABRD 999,007,0,Abroad Invoice-Direct Study,,,"Diaz, Daniel", ,Full Term Courses,TBA,TBA,9,25,0/0,0/0,16,,
201230,Guilford,32360,ACCT 200,001,4,Intro to Fraud Examinations,,,"Granger, Henry",FRNK 220,Full Term Courses,W,8:10pm - 10:10pm,29,35,0/0,0/0,6,,
201230,Guilford,31272,ACCT 201,001,4,Introduction to Accounting,,,"Johnson, Raymond",BAUM 202,Full Term Courses,MW,11:30am - 12:45pm,23,35,0/0,0/0,12,,
201230,Guilford,30185,ACCT 201,002,4,Introduction to Accounting,,,"Parks, Karen",BAUM 205,Full Term Courses,TR,1:00pm - 2:15pm,24,35,0/0,0/0,11,,
201230,Guilford,30186,ACCT 201,003,4,Introduction to Accounting,,,"Parks, Karen",FRNK 320,Full Term Courses,M,8:10pm - 10:10pm,39,40,34/35,,0,,
201230,Guilford,30187,ACCT 201,004,4,Introduction to Accounting,Fast Track I.,,"Granger, Henry",BAUM 202,First half of semester course,MW,6:00pm - 8:00pm,27,40,0/0,0/0,13,,
201230,Guilford,32469,ACCT 201,005,4,Introduction to Accounting,Enrollment limited to CCE students only.  NO EXCEPTIONS. Class will NOT meet 9/8; 9/29; 11/10.,,"Smith, Jacqueline",KING 202,Full Term Courses,S,8:30am - 11:30am,15,25,15/25,,0,,
201230,Guilford,31906,ACCT 301,001,4,Intermediate Accounting I,,,"Johnson, Raymond",BAUM 202,Full Term Courses,M,8:10pm - 10:10pm,36,40,0/0,0/0,4,,
201230,Guilford,30189,ACCT 301,002,4,Intermediate Accounting I,Fast Track II.  Prerequisite:  ACCT201.,,"Johnson, Raymond",BAUM 202,Second half of semester course,MW,6:00pm - 8:00pm,15,40,0/0,0/0,25,,
201230,Guilford,30192,ACCT 302,001,4,Intermediate Accounting II,Fast Track I.  Prerequisite:  ACCT301.,,"Grubbs, William",BAUM 205,First half of semester course,MW,6:00pm - 8:00pm,34,40,0/0,0/0,6,,
201230,Guilford,30193,ACCT 303,001,4,Intermediate Accounting III,Fast Track II.  Prerequisite:  ACCT302.,,"Grubbs, William",BAUM 205,Second half of semester course,MW,6:00pm - 8:00pm,22,40,0/0,0/0,18,,
201230,Guilford,30194,ACCT 311,001,4,Cost Accounting,Prerequisite:  ACCT201.,,"Grubbs, William",BAUM 205,Full Term Courses,W,8:10pm - 10:10pm,36,35,0/0,0/0,0,,
201230,Guilford,31425,ACCT 311,002,4,Cost Accounting,Fast Track II.  Prerequisite: ACCT201.,,"Parks, Karen",KING 202,Second half of semester course,MW,6:00pm - 8:00pm,33,35,0/0,0/0,2,,
201230,Guilford,31908,ACCT 320,001,4,Crmnlgy/Lgl Issues:Forensc Acc,Fast Track II.,,"Granger, Henry",FRNK 220,Second half of semester course,MW,6:00pm - 8:00pm,19,35,0/0,0/0,16,,
201230,Guilford,30195,ACCT 321,001,4,Taxation of Individuals,Prerequisite:  ACCT201.,,"Johnson, Raymond",BAUM 202,Full Term Courses,W,8:10pm - 10:10pm,30,40,0/0,0/0,10,,
