"Term","Campus","CRN","Course","Section","Cr Hrs","Course Title","Course Additional Information","Instructional Method","Instructor","Room","Session","Days","Time","Actual Enrolled","Max Enrolled","CCE Reserved","FYS Reserved","Un- reserved Available","Cross List Enrolled","Syllabus_Link"
201310,Direct Study Abroad,11739,ABRD 999,010,0,Abroad Invoice-Direct Study,,,"Zerbe, John", ,Full Term Courses,TBA,TBA,6,25,0/0,0/0,19,,
201310,Guilford,10579,ACCT 201,001,4,Introduction to Accounting,https://intranet.guilford.edu/?page_id=137,,"Johnson, Raymond",BAUM 202,Full Term Courses,MW,11:30am - 12:45pm,26,35,0/0,0/0,9,,
201310,Guilford,10204,ACCT 201,002,4,Introduction to Accounting,,,"Parks, Karen",BAUM 205,Full Term Courses,TR,1:00pm - 2:15pm,34,35,0/0,0/0,1,,
201310,Guilford,10205,ACCT 201,003,4,Introduction to Accounting,,,"Parks, Karen",BAUM 203,Full Term Courses,M,8:10pm - 10:10pm,28,35,20/30,,0,,
201310,Guilford,10206,ACCT 201,004,4,Introduction to Accounting,Fast Track I.,,"Johnson, Raymond",BAUM 202,First half of semester course,MW,6:00pm - 8:00pm,16,35,0/0,0/0,19,,
201310,Guilford,11520,ACCT 300,001,4,Advanced Fraud Examinations,Fast Track I.,,"Granger, Henry",FRNK 220,First half of semester course,MW,6:00pm - 8:00pm,23,35,0/0,0/0,12,,
201310,Guilford,11282,ACCT 301,001,4,Intermediate Accounting I,Prerequisite: ACCT 201.,,"Grubbs, William",BAUM 205,Full Term Courses,M,8:10pm - 10:10pm,25,35,0/0,0/0,10,,
201310,Guilford,10993,ACCT 301,002,4,Intermediate Accounting I,Fast Track II.  Prerequisite:  ACCT 201.,,"Johnson, Raymond",BAUM 202,Second half of semester course,MW,6:00pm - 8:00pm,9,35,0/0,0/0,26,,
201310,Guilford,11743,ACCT 301,003,4,Intermediate Accounting I,"Enrollment limited to CCE only, NO EXCEPTIONS. Class meets both Saturdays of Spr break, but class will NOT meet 2/16; 3/9; 4/20.",,"Smith, Jacqueline",BAUM 202,Full Term Courses,S,8:15am - 11:30am,5,25,5/25,,0,,
201310,Guilford,10210,ACCT 302,001,4,Intermediate Accounting II,Fast Track I.  Prerequisite:  ACCT 301.,,"Grubbs, William",BAUM 205,First half of semester course,MW,6:00pm - 8:00pm,28,35,0/0,0/0,7,,
201310,Guilford,10212,ACCT 303,001,4,Intermediate Accounting III,Fast Track II.  Prerequisite:  ACCT 302.,,"Grubbs, William",BAUM 205,Second half of semester course,MW,6:00pm - 8:00pm,23,35,0/0,0/0,12,,
