"Term","Campus","CRN","Course","Section","Cr Hrs","Course Title","Course Additional Information","Instructional Method","Instructor","Room","Session","Days","Time","Actual Enrolled","Max Enrolled","CCE Reserved","FYS Reserved","Un- reserved Available","Cross List Enrolled","Syllabus_Link"
201630,Direct Study Abroad,31534,ABRD 999,007,0,Abroad Invoice-Direct Study,,,, ,Full Term Courses,TBA,TBA,9,25,0/0,0/0,16,,
201630,Guilford,32360,ACCT 200,001,4,Intro to Fraud Examinations,,,"Granger, Henry",BAUM 203,Full Term Courses,W,8:10pm - 10:10pm,23,35,0/0,0/0,12,,
201630,Guilford,31272,ACCT 201,001,4,Introduction to Accounting,,,"Parks, Karen",BAUM 202,Full Term Courses,MW,11:30am - 12:45pm,35,35,0/0,0/0,0,,
201630,Guilford,30186,ACCT 201,002,4,Introduction to Accounting,,,"Parks, Karen",FRNK 320,Full Term Courses,M,8:10pm - 10:10pm,29,40,0/0,0/0,11,,
201630,Guilford,30187,ACCT 201,003,4,Introduction to Accounting,Fast Track I.,,"Cardwell, Ronald",BAUM 202,First half of semester course,MW,6:00pm - 8:00pm,6,40,0/0,0/0,34,,
201630,Guilford,31906,ACCT 301,001,4,Intermediate Accounting I,,,"Cardwell, Ronald",BAUM 202,Full Term Courses,M,8:10pm - 10:10pm,9,40,0/0,0/0,31,,
201630,Guilford,30192,ACCT 302,001,4,Intermediate Accounting II,Fast Track I.  Prerequisite:  ACCT 301.,,"Grubbs, William",BAUM 205,First half of semester course,MW,6:00pm - 8:00pm,21,40,0/0,0/0,19,,
201630,Guilford,30193,ACCT 303,001,4,Intermediate Accounting III,Fast Track II.  Prerequisite:  ACCT 302.,,"Grubbs, William",BAUM 205,Second half of semester course,MW,6:00pm - 8:00pm,17,40,0/0,0/0,23,,
201630,Guilford,30194,ACCT 311,001,4,Cost Accounting,Prerequisite:  ACCT 201.,,"Parks, Karen",BAUM 205,Full Term Courses,W,8:10pm - 10:10pm,18,35,0/0,0/0,17,,
201630,Guilford,31908,ACCT 320,001,4,Crmnlgy/Lgl Issues:Forensc Acc,Fast Track II. Prerequisite: ACCT 201.,,"Granger, Henry",BAUM 202,Second half of semester course,MW,6:00pm - 8:00pm,28,35,0/0,0/0,7,,
201630,Guilford,30195,ACCT 321,001,4,Taxation of Individuals,Prerequisite:  ACCT 201.,,"Cardwell, Ronald",BAUM 202,Full Term Courses,W,8:10pm - 10:10pm,19,40,0/0,0/0,21,,
