"Term","Campus","CRN","Course","Section","Cr Hrs","Course Title","Course Additional Information","Instructional Method","Instructor","Room","Session","Days","Time","Actual Enrolled","Max Enrolled","CCE Reserved","FYS Reserved","Un- reserved Available","Cross List Enrolled","Syllabus_Link"
201810,Direct Study Abroad,11095,ABRD 999,006,0,Abroad Invoice-Direct Study,Required course for Direct Study programs.,,, ,Full Term Courses,TBA,TBA,13,20,0/0,0/0,7,,
201810,Guilford,10579,ACCT 201,001,4,Introduction to Accounting,,,"Parks, Karen",BAUM 202,Full Term Courses,MW,11:30am - 12:45pm,33,35,0/0,0/0,2,,
201810,Guilford,10204,ACCT 201,002,4,Introduction to Accounting,,,"Parks, Karen",BAUM 202,Full Term Courses,TR,1:00pm - 2:15pm,30,35,0/0,0/0,5,,
201810,Guilford,10205,ACCT 201,003,4,Introduction to Accounting,,,"Parks, Karen",BAUM 202,Full Term Courses,M,8:10pm - 10:10pm,15,35,0/0,0/0,20,,
201810,Guilford,11710,ACCT 300,001,4,Advanced Fraud Examinations,Fast Track I. Prerequisites: ACCT 200 and ACCT 201.,,"Granger, Henry",BAUM 203,First half of semester course,MW,6:00pm - 8:00pm,8,35,0/0,0/0,27,,
201810,Guilford,11552,ACCT 301,001,4,Intermediate Accounting I,Prerequisite: ACCT 201,,"Cardwell, Ronald",BAUM 205,Full Term Courses,M,8:10pm - 10:10pm,10,35,0/0,0/0,25,,
201810,Guilford,10210,ACCT 302,001,4,Intermediate Accounting II,Fast Track I.  Prerequisite: ACCT 301.,,"Cardwell, Ronald",BAUM 205,First half of semester course,MW,6:00pm - 8:00pm,17,35,0/0,0/0,18,,
201810,Guilford,10212,ACCT 303,001,4,Intermediate Accounting III,Fast Track II.  Prerequisite:ACCT 302.,,"Cardwell, Ronald",BAUM 205,Second half of semester course,MW,6:00pm - 8:00pm,13,35,0/0,0/0,22,,
201810,Guilford,11265,ACCT 311,002,4,Cost Accounting,Prerequisite: ACCT 201.,,"Parks, Karen",BAUM 205,Full Term Courses,W,8:10pm - 10:10pm,14,35,0/0,0/0,21,,
201810,Guilford,10214,ACCT 322,001,4,Taxatn of Corp & Partnerships,Prerequisite: ACCT 321 recommended.,,"Cole, Allison",KING 202,Full Term Courses,M,8:10pm - 10:10pm,17,35,0/0,0/0,18,,
201810,Guilford,10215,ACCT 411,001,4,Auditing,Prerequisite: ACCT 303 (waived for forensic accounting majors).,,"Granger, Henry",BAUM 202,Full Term Courses,W,8:10pm - 10:10pm,10,35,0/0,0/0,25,,
201810,Guilford,11267,ACCT 412,001,4,Advanced Forensic Investigatns,,,"Granger, Henry",BAUM 203,Full Term Courses,M,8:10pm - 10:10pm,9,35,0/0,0/0,26,,
201810,Guilford,11995,AFAM 106,001,4,Intro to African Heritage,,,"Gwako, Edwins",KING B24,Full Term Courses,MW,8:30am - 9:45am,15,25,0/0,0/0,10,21,
201810,Guilford,12046,ART 100,001,4,Introduction to Visual Arts,,,"Calvin, Katherine",DUKE 303,Full Term Courses,MW,10:00am - 11:15am,24,25,0/0,0/0,1,,
201810,Guilford,11138,ART 102,001,4,Two-Dimensional Design,,,"Williams, Antoine",HCOX 23,Full Term Courses,MW,11:30am - 1:20pm,22,22,0/0,0/0,0,,
201810,Guilford,10592,ART 104,001,4,Drawing Fundamentals,,,"Nydorf, Roy",HCOX 23,Full Term Courses,MW,9:30am - 11:20am,21,22,0/0,0/0,1,,
201810,Guilford,10022,ART 106,001,4,Three-Dimensional Design,Course fee: $65.,,"Dixon, Mark",HCOX 11A,Full Term Courses,TF,10:00am - 11:50am,16,16,0/0,0/0,0,,
201810,Guilford,12045,ART 120,001,4,Introduction to Color Photo,,,"Miserendino, Alyssa",BAUM L020,Full Term Courses,TR,4:00pm - 5:50pm,16,18,0/0,0/0,2,,
201810,Guilford,10023,ART 140,001,4,Ceramics I,Course fee:  $75.,,"Tefft, Charles",HCOX 13A,Full Term Courses,MW,8:30am - 10:20am,12,11,0/0,0/0,0,,
201810,Guilford,12139,ART 172,001,4,"Arts:Afr,Asia & the Americas",,,"Calvin, Katherine",KING 201,Full Term Courses,MW,11:30am - 12:45pm,24,25,0/0,0/0,1,,
201810,Guilford,11542,ART 204,001,4,lI,Prerequisite: ART 104 or instructor permission. Course fee $40.,,"Nydorf, Roy",HCOX 23,Full Term Courses,TR,1:00pm - 2:50pm,9,18,0/0,0/0,9,,
201810,Guilford,10029,ART 212,001,4,Painting II,Prerequisite: ART 211 or instructor permission. Course fee: $65.,,"Williams, Antoine",HCOX 21,Full Term Courses,MW,9:30am - 11:20am,7,8,0/0,0/0,1,,
201810,Guilford,11771,ART 245,001,4,Digital Darkroom,,,"Collier, Kaitlyn",BAUM L020,Full Term Courses,TR,1:00pm - 2:50pm,17,18,0/0,0/0,1,,
201810,Guilford,12140,ART 250,001,4,Mixed Media,Prerequisite: ART 101 - 2 D Design OR ART 104 Drawing 1 OR by permission of instructors.  Course fee $25.,,"Collier, Kaitlyn   Williams, Antoine",HCOX 22,Full Term Courses,TF,10:00am - 11:50am,15,15,0/0,0/0,0,,
201810,Guilford,11984,ART 254,001,4,Sculpture and the Environment,Prerequisite: ART 106 or instructor permission. Course fee $45.,,"Dixon, Mark",HCOX 11A,Full Term Courses,MW,9:30am - 11:20am,9,16,0/0,0/0,7,,
201810,Guilford,10030,ART 311,001,4,Painting III,Prerequisite: ART 212 or instructor permission. Course fee: $65.,,"Williams, Antoine",HCOX 21,Full Term Courses,MW,9:30am - 11:20am,0,8,0/0,0/0,8,,
201810,Guilford,11355,ART 323,001,4,Printmaking: Etching,Prerequisite: ART 221. Course fee $60.,,"Collier, Kaitlyn",HCOX 22,Full Term Courses,TR,4:00pm - 5:50pm,8,12,0/0,0/0,4,,
201810,Guilford,11354,ART 345,001,4,Approaches to Firing,Prerequisites:  ART 140.  Course fee: $80.,,"Tefft, Charles",HCOX 13A,Full Term Courses,MW,11:30am - 1:20pm,5,12,0/0,0/0,7,,
201810,Guilford,11356,ART 353,001,4,Sculpture II,Course fee: $65.  Prerequisites: ART 251 or instructor permission.,,"Dixon, Mark",HCOX 11A,Full Term Courses,TR,4:00pm - 5:50pm,4,8,0/0,0/0,4,,
201810,Guilford,11357,ART 453,001,4,Sculpture III,Prerequisite: ART 352 or instructor permission. Course fee: $65.,,"Dixon, Mark",HCOX 11A,Full Term Courses,TR,4:00pm - 5:50pm,0,8,0/0,0/0,8,,
201810,Guilford,10580,ART 479,001,2,Professional Practices for Art,Corequisite: ART 480 or ART 481.,,"Hammond, Theresa",LIBR ,Full Term Courses,M,2:30pm - 3:45pm,7,25,0/0,0/0,18,,
201810,Guilford,11774,ART 480,001,4,Senior Thesis I,"Prerequisites: advanced standing, a 3.25 average in art courses and permission of department chairperson.",,"Nydorf, Roy", ,Full Term Courses,MR,4:00pm - 5:50pm,4,8,0/0,0/0,4,,
