"Term","Campus","CRN","Course","Section","Cr Hrs","Course Title","Course Additional Information","Instructional Method","Instructor","Room","Session","Days","Time","Actual Enrolled","Max Enrolled","CCE Reserved","FYS Reserved","Un- reserved Available","Cross List Enrolled","Syllabus_Link"
201430,Direct Study Abroad,31534,ABRD 999,007,0,Abroad Invoice-Direct Study,,,, ,Full Term Courses,TBA,TBA,13,25,0/0,0/0,12,,
201430,Guilford,32360,ACCT 200,001,4,Intro to Fraud Examinations,,,"Granger, Henry",FRNK 220,Full Term Courses,W,8:10pm - 10:10pm,25,35,0/0,0/0,10,,
201430,Guilford,31272,ACCT 201,001,4,Introduction to Accounting,,,"Cardwell, Ronald",BAUM 202,Full Term Courses,MW,11:30am - 12:45pm,20,35,0/0,0/0,15,,
201430,Guilford,30185,ACCT 201,002,4,Introduction to Accounting,,,"Parks, Karen",BAUM 205,Full Term Courses,TR,1:00pm - 2:15pm,33,40,0/0,0/0,7,,
201430,Guilford,30186,ACCT 201,003,4,Introduction to Accounting,,,"Parks, Karen",FRNK 320,Full Term Courses,M,8:10pm - 10:10pm,20,40,13/35,,0,,
201430,Guilford,30187,ACCT 201,004,4,Introduction to Accounting,Fast Track I.,,"Granger, Henry",BAUM 202,First half of semester course,MW,6:00pm - 8:00pm,16,40,0/0,0/0,24,,
201430,Guilford,31906,ACCT 301,001,4,Intermediate Accounting I,,,"Cardwell, Ronald",BAUM 202,Full Term Courses,M,8:10pm - 10:10pm,30,40,0/0,0/0,10,,
201430,Guilford,30189,ACCT 301,002,4,Intermediate Accounting I,Fast Track II.  Prerequisite:  ACCT201.,,"Cardwell, Ronald",BAUM 202,Second half of semester course,MW,6:00pm - 8:00pm,7,40,0/0,0/0,33,,
201430,Guilford,30192,ACCT 302,001,4,Intermediate Accounting II,Fast Track I.  Prerequisite:  ACCT301.,,"Grubbs, William",BAUM 205,First half of semester course,MW,6:00pm - 8:00pm,25,40,0/0,0/0,15,,
201430,Guilford,30193,ACCT 303,001,4,Intermediate Accounting III,Fast Track II.  Prerequisite:  ACCT302.,,"Grubbs, William",BAUM 205,Second half of semester course,MW,6:00pm - 8:00pm,22,40,0/0,0/0,18,,
201430,Guilford,30194,ACCT 311,001,4,Cost Accounting,Prerequisite:  ACCT201.,,"Grubbs, William",BAUM 205,Full Term Courses,W,8:10pm - 10:10pm,23,35,0/0,0/0,12,,
201430,Guilford,31425,ACCT 311,002,4,Cost Accounting,Fast Track II.  Prerequisite: ACCT201.,,"Parks, Karen",KING 202,Second half of semester course,MW,6:00pm - 8:00pm,19,35,0/0,0/0,16,,
201430,Guilford,31908,ACCT 320,001,4,Crmnlgy/Lgl Issues:Forensc Acc,ACCT201. Fast Track II.,,"Granger, Henry",FRNK 220,Second half of semester course,MW,6:00pm - 8:00pm,11,35,0/0,0/0,24,,
201430,Guilford,30195,ACCT 321,001,4,Taxation of Individuals,Prerequisite:  ACCT201.,,"Cardwell, Ronald",BAUM 202,Full Term Courses,W,8:10pm - 10:10pm,27,40,0/0,0/0,13,,
201430,Guilford,30196,ACCT 401,001,4,Advanced Accounting,Prerequisite:  ACCT303.,,"Grubbs, William",BAUM 205,Full Term Courses,M,8:10pm - 10:10pm,33,35,0/0,0/0,2,,
201430,Guilford,32718,AFAM 225,001,4,African American History,,,"Israel, Adrienne",DUKE 303,Full Term Courses,R,7:25pm - 10:10pm,10,13,5/7,,1,32,
201430,Guilford,30515,ART 100,001,4,Introduction to Visual Arts,Fast Track I.,,"Deyton, Nicole",DUKE 305,First half of semester course,MW,6:00pm - 8:00pm,20,25,13/20,,0,,
201430,Guilford,32640,ART 100,002,4,Introduction to Visual Arts,,,"Deyton, Nicole",KING 202,Full Term Courses,MW,10:00am - 11:15am,25,25,0/0,0/0,0,,
201430,Guilford,32434,ART 102,001,4,Two-Dimensional Design,,,"Dixon, Mark",HCOX 23,Full Term Courses,MW,11:30am - 1:20pm,21,22,,6/1,1,,
201430,Guilford,32103,ART 104,001,4,Drawing I,,,"Nydorf, Roy",HCOX 23,Full Term Courses,TR,4:00pm - 5:50pm,23,22,,7/1,0,,
201430,Guilford,30021,ART 106,001,4,Three-Dimensional Design,Course fee: $60,,"Dixon, Mark",HCOX 11A,Full Term Courses,TR,4:00pm - 5:50pm,14,16,,1/1,2,,
201430,Guilford,30025,ART 130,001,4,Photography I,Prerequisite:  Instructor permission. Course Fee: $65.,,"Dery, Maia",HCOX B01,Full Term Courses,TR,4:00pm - 5:50pm,12,12,,1/1,0,,
201430,Guilford,30022,ART 140,001,4,Ceramics I,Course fee: $75.,,"Tefft, Charles",HCOX 13A,Full Term Courses,MW,8:30am - 10:20am,12,11,,2/1,0,,
201430,Guilford,32402,ART 205,001,4,Drawing II,Prerequisite: ART 104 or instructor permission.,,"Nydorf, Roy",HCOX 23,Full Term Courses,TR,1:00pm - 2:50pm,12,12,0/0,0/0,0,,
201430,Guilford,30024,ART 211,001,4,Painting I,Prerequisite:  ART 102 or ART 104 or instructor permission. Course fee:  $55.,,"Rattley, Juie",HCOX 21,Full Term Courses,MW,10:00am - 11:50am,9,15,0/0,0/0,6,,
201430,Guilford,32642,ART 221,001,4,Woodcut,Prerequisite: ART 104. Course fee: $50.,,"Nydorf, Roy",HCOX 22,Full Term Courses,MW,10:00am - 11:50am,7,12,0/0,0/0,5,,
201430,Guilford,32653,ART 240,001,4,Ceramics II,Prerequisite: ART 140 and instructor permission. Course fee: $75.,,"Tefft, Charles",HCOX 13A,Full Term Courses,MW,11:30am - 1:20pm,7,12,0/0,0/0,5,,
201430,Guilford,31306,ART 251,001,4,Sculpture I,Prerequisite:  ART  106.  Course fee:  $55.,,"Dixon, Mark",HCOX 11A,Full Term Courses,TR,1:00pm - 2:50pm,8,12,0/0,0/0,4,,
201430,Guilford,32823,ART 450,001,4,Advanced Art Studio,,,"Rattley, Juie",HCOX 23,Full Term Courses,TF,10:00am - 11:50am,14,22,0/0,0/0,8,,
201430,Guilford,31236,BIOL 111,001,4,Integrative Biol:Molecule/Cell,Corequisite:  Associated lab.,,"Hayes, Randall",FRNK L26,Full Term Courses,MW,10:00am - 11:15am,21,24,0/0,0/0,3,,
201430,Guilford,31237,BIOL 111,002,0,Lab,,,"Hayes, Randall",FRNK L26,Full Term Courses,R,10:00am - 12:50pm,21,24,0/0,0/0,3,,
201430,Guilford,31234,BIOL 111,003,4,Integrative Biol:Molecule/Cell,Corequisite:  Associated lab.,,"Mackin, William",FRNK L26,Full Term Courses,MW,11:30am - 12:45pm,22,24,,4/1,2,,
201430,Guilford,31235,BIOL 111,004,0,Lab,,,"Mackin, William",FRNK L26,Full Term Courses,R,2:30pm - 5:20pm,22,24,,2/1,2,,
201430,Guilford,31238,BIOL 111,005,4,Integrative Biol:Molecule/Cell,Corequisite:  Associated lab.,,"Brendley, Bryan",FRNK 121,Full Term Courses,TR,1:00pm - 2:15pm,23,24,,9/1,1,,
201430,Guilford,31239,BIOL 111,006,0,Lab,,,"Brendley, Bryan",FRNK L26,Full Term Courses,T,2:30pm - 5:20pm,23,24,,7/1,1,,
201430,Guilford,31240,BIOL 111,007,4,Integrative Biol:Molecule/Cell,Course has lab on alternate Mondays.,,"Gooch, Randy",FRNK L26,Full Term Courses,MW,6:00pm - 8:00pm,18,24,17/24,,0,,
201430,Guilford,31241,BIOL 112,001,4,"Intgrtve Biol:Orgnsm,Ecol,Evol",Corequisite:  Associated lab.  Recommended for non-science majors.,,"Mackin, William",FRNK L07,Full Term Courses,MW,8:30am - 9:45am,23,24,,3/1,1,,
201430,Guilford,31242,BIOL 112,002,0,Lab,,,"Mackin, William",FRNK L07,Full Term Courses,R,8:30am - 11:20am,24,24,,3/1,0,,
