"Term","Campus","CRN","Course","Section","Cr Hrs","Course Title","Course Additional Information","Instructional Method","Instructor","Room","Session","Days","Time","Actual Enrolled","Max Enrolled","CCE Reserved","FYS Reserved","Un- reserved Available","Cross List Enrolled","Syllabus_Link"
202210,Direct Study Abroad,10474,ABRD 999,002,0,Abroad Invoice - Direct Study,Required for Direct Study Abroad.,,, ,Full Semester Courses,TBA,TBA,5,25,0/0,0/0,20,,
202210,Guilford,10055,ACCT 201,001,4,Introduction to Accounting,"In-person if safety permits, otherwise synchronous online.",,"Wencel, Mark",DUKE 303,Twelve Week Course,TR,10:45am - 12:45pm,18,18,0/0,0/0,0,,
202210,Guilford,10890,ACCT 201,002,4,Introduction to Accounting,"In-person if safety permits, otherwise synchronous online.",,"Wencel, Mark",KING 226,Twelve Week Course,TR,1:00pm - 3:00pm,17,18,0/0,0/0,1,,
202210,Guilford,10058,ACCT 301,001,4,Intermediate Accounting I,"Prerequisite:  ACCT 201 and passing business math test.  In-person if safety permits, otherwise synchronous online.",,"Granger, Henry",KING 202,Twelve Week Course,TR,8:30am - 10:30am,8,18,0/0,0/0,10,,
202210,Guilford,10062,ACCT 302,001,4,Intermediate Accounting II,"Prerequiste: ACCT 301 and passing business math test. In-person if safety permits, otherwise synchronous online.",,"Granger, Henry",KING 203,Twelve Week Course,TR,1:00pm - 3:00pm,5,18,0/0,0/0,13,,
202210,Guilford,10060,ACCT 322,001,4,Corporate Taxation,"Prerequisite: ACCT 321 recommended. In-person if safety permits, otherwise synchronous online.",,"Wencel, Mark",KING 203,Twelve Week Course,TR,8:30am - 10:30am,4,18,0/0,0/0,14,,
202210,Guilford,10061,ACCT 411,001,4,Auditing,"Prerequiste: ACCT 302.  In-person if safety permits, otherwise synchronous online.",,"Granger, Henry",KING 202,Twelve Week Course,TR,10:45am - 12:45pm,10,18,0/0,0/0,8,,
202210,Guilford,10510,AFAM 225,001,4,African American History,In-person course,,"Holland, Johnnie",DUKE M-L,Twelve Week Course,MW,10:00am - 12:00pm,19,25,0/0,0/0,6,25,
202210,Guilford,10902,AFAM 250,001,4,Black American Theatre,Online synchronous,,"Matthews-Bates, Melanie", ,Twelve Week Course,MW,6:00pm - 8:00pm,10,15,0/0,0/0,5,10,
202210,Guilford,11076,AFAM 250,003,4,ADHD and African Am Children,Online asynchronous,,"Tinsley, Karen", ,3 Week Session,TBA,TBA,8,25,0/0,0/0,17,25,
202210,Guilford,10921,AFAM 350,001,4,Black Women Writers,Prerequiste: ENGL 102 and Historical Perspectives. Hybrid.,,"Fellers, Tracie",KING 222,Twelve Week Course,TR,1:00pm - 3:00pm,6,7,0/0,0/0,1,10,
202210,Guilford,10349,ART 102,001,4,Visual Communications,"No prerequisite. Hybrid -- Due to precautions related to COVID-19, this will take place online, either synchronously or asynchronously. However, if restrictions lessen and participants consent, we may have some face-to-face meetings. $25 course fee.",,"Williams, Antoine",HCOX 202,Twelve Week Course,TR,8:30am - 11:30am,22,22,0/0,0/0,0,,
202210,Guilford,10895,ART 102,002,4,Visual Communications,No prerequisite. online synchronous,,"Thomas, William", ,Twelve Week Course,MW,2:30pm - 5:30pm,22,22,0/0,0/0,0,,
202210,Guilford,10348,ART 104,001,4,Drawing Fundamentals, $25 course fee. In-person.,,"Reichhardt, Miranda",HCOX 202,Twelve Week Course,MW,10:00am - 12:45pm,22,22,0/0,0/0,0,,
202210,Guilford,10350,ART 106,001,4,Design of Objects,No prerequisite. In-person course. Course fee: $65.,,"Dixon, Mark",HCOX 120,Twelve Week Course,MW,2:30pm - 5:30pm,15,16,0/0,0/0,1,,
