"Term","Campus","CRN","Course","Section","Cr Hrs","Course Title","Course Additional Information","Instructional Method","Instructor","Room","Session","Days","Time","Actual Enrolled","Max Enrolled","CCE Reserved","FYS Reserved","Un- reserved Available","Cross List Enrolled","Syllabus_Link"
201330,Direct Study Abroad,30988,ABRD 999,008,0,Abroad Invoice - Direct Study,,,,TBA,Full Term Courses,TBA,,13,25,0/0,0/0,12,,
201330,Guilford,32223,ACCT 200,001,4,Intro to Fraud Examinations,,,"Granger, Henry",BAUM 203,Full Term Courses,W,8:10pm - 10:10pm,27,35,0/0,0/0,8,,
201330,Guilford,30230,ACCT 201,001,4,Introduction to Accounting,,,"Johnson, Raymond",BAUM 202,Full Term Courses,MW,11:30am - 12:45pm,14,35,0/0,0/0,21,,
201330,Guilford,30533,ACCT 201,002,4,Introduction to Accounting,,,"Parks, Karen",BAUM 205,Full Term Courses,TR,1:00pm - 2:15pm,33,35,0/0,0/0,2,,
201330,Guilford,30231,ACCT 201,003,4,Introduction to Accounting,,,"Parks, Karen",FRNK 320,Full Term Courses,M,8:10pm - 10:10pm,24,40,21/35,,2,,
201330,Guilford,30232,ACCT 201,004,4,Introduction to Accounting,Fast Track I.,,"Granger, Henry",BAUM 202,First half of semester course,MW,6:00pm - 8:00pm,27,40,0/0,0/0,13,,
201330,Guilford,30235,ACCT 301,001,4,Intermediate Accounting I,Prerequisite:  ACCT 201.,,"Johnson, Raymond",BAUM 202,Full Term Courses,M,8:10pm - 10:10pm,21,40,0/0,0/0,19,,
201330,Guilford,32034,ACCT 301,002,4,Intermediate Accounting I,Fast Track II. Prerequisite: ACCT 201.,,"Johnson, Raymond",BAUM 202,Second half of semester course,MW,6:00pm - 8:00pm,11,40,0/0,0/0,29,,
201330,Guilford,30237,ACCT 302,001,4,Intermediate Accounting II,Fast Track I.  Prerequisite:  ACCT 301.,,"Grubbs, William",BAUM 205,First half of semester course,MW,6:00pm - 8:00pm,30,40,0/0,0/0,10,,
201330,Guilford,30238,ACCT 303,001,4,Intermediate Accounting III,Fast Track II.  Prerequisite:  ACCT 302.,,"Grubbs, William",BAUM 205,Second half of semester course,MW,6:00pm - 8:00pm,23,40,0/0,0/0,17,,
201330,Guilford,30239,ACCT 311,001,4,Cost Accounting,Prerequisite:  ACCT 201.,,"Grubbs, William",BAUM 205,Full Term Courses,W,8:10pm - 10:10pm,34,35,0/0,0/0,1,,
201330,Guilford,31352,ACCT 311,002,4,Cost Accounting,Fast Track II.  Prerequisite:  ACCT 201.,,"Parks, Karen",KING 202,Second half of semester course,MW,6:00pm - 8:00pm,13,35,0/0,0/0,22,,
201330,Guilford,31421,ACCT 320,001,4,Crmnlgy/Lgl Issues:Forensc Acc,Fast Track II.,,"Granger, Henry",FRNK 220,Second half of semester course,MW,6:00pm - 8:00pm,21,35,0/0,0/0,14,,
201330,Guilford,30240,ACCT 321,001,4,Taxation of Individuals,Prerequisite:  ACCT 201.,,"Johnson, Raymond",BAUM 202,Full Term Courses,W,8:10pm - 10:10pm,29,40,0/0,0/0,11,,
201330,Guilford,30448,ACCT 401,001,4,Advanced Accounting,Prerequisite:  ACCT 303.,,"Grubbs, William",BAUM 205,Full Term Courses,M,8:10pm - 10:10pm,30,40,0/0,0/0,10,,
201330,Guilford,30947,ART 100,001,4,Introduction to Visual Arts,,,"Shields, Kathryn",DUKE M-L,Full Term Courses,MW,10:00am - 11:15am,23,25,,5/5,2,,
201330,Guilford,32367,ART 102,001,4,Two-Dimensional Design,,,"Rattley, Juie",HCOX 23,Full Term Courses,TR,6:00pm - 7:15pm,19,22,12/15,,0,,
201330,Guilford,32117,ART 104,001,4,Drawing I,,,"Nydorf, Roy",HCOX 23,Full Term Courses,MW,10:00am - 11:50am,22,22,,2/6,0,,
201330,Guilford,30307,ART 106,001,4,Three-Dimensional Design,Course Fee: $55.,,"Dixon, Mark",HCOX 11A,Full Term Courses,TR,4:00pm - 5:50pm,16,16,,4/4,0,,
201330,Guilford,30308,ART 130,001,4,Photography I,Prerequisite:  Instructor permission.  Course Fee: $60.,,"Dery, Maia",HCOX B01,Full Term Courses,TR,4:00pm - 5:50pm,14,12,0/0,0/0,0,,
201330,Guilford,30309,ART 140,001,4,Ceramics I,Course fee: $70.,,"Tefft, Charles",HCOX 13A,Full Term Courses,MW,8:30am - 10:20am,12,12,0/0,0/0,0,,
